user_id,count_click,count_view,count_purchase,avg,first_event,last_event
1285,23,51,6,0 days 01:31:29.139240506,2024-05-01 20:19:20,2024-05-06 20:46:42
1286,13,28,6,0 days 02:54:15.978260869,2024-05-01 14:23:56,2024-05-07 04:00:11
1287,37,53,13,0 days 01:30:11.911764705,2024-05-01 13:00:49,2024-05-07 22:21:04
1288,24,52,9,0 days 01:35:56.119047619,2024-05-01 15:11:34,2024-05-07 05:30:08
1289,15,34,5,0 days 02:41:56.698113207,2024-05-01 12:22:50,2024-05-07 11:25:55
1290,13,30,8,0 days 02:30:37.460000,2024-05-01 23:24:13,2024-05-07 04:55:26
1291,16,27,6,0 days 03:25:41.500000,2024-05-01 01:10:15,2024-05-07 21:43:27
1292,24,50,10,0 days 01:55:31.590361445,2024-05-01 06:14:40,2024-05-07 22:03:22
1293,21,42,8,0 days 02:05:33.842857142,2024-05-01 15:35:16,2024-05-07 18:04:45
1294,23,38,7,0 days 02:18:50.850746268,2024-05-01 03:54:45,2024-05-07 14:57:32
1295,11,23,8,0 days 03:24:53.878048780,2024-05-02 01:17:54,2024-05-07 21:18:43
1296,9,11,2,0 days 05:00:36.380952380,2024-05-01 16:35:11,2024-05-06 01:47:55
1297,13,15,1,0 days 04:48:00.071428571,2024-05-01 13:18:01,2024-05-07 03:42:03
1298,11,12,3,0 days 03:35:08.240000,2024-05-02 17:16:25,2024-05-06 10:54:51
1299,12,19,2,0 days 03:25:14.687500,2024-05-01 16:29:00,2024-05-06 05:56:50
