order_id,user_id,created_at,total_amount
736,146,2024-06-16 18:03:00,242
737,47,2024-06-05 12:04:00,486
738,49,2024-06-03 13:00:00,122
739,14,2024-05-22 12:06:00,448
740,143,2024-05-01 04:23:00,354
741,159,2024-06-12 07:46:00,426
742,1,2024-06-01 19:06:00,393
743,117,2024-05-18 20:30:00,189
744,54,2024-05-13 07:14:00,236
745,118,2024-05-27 14:21:00,342
746,3,2024-06-20 20:30:00,110
747,144,2024-05-20 06:30:00,476
748,185,2024-06-27 21:09:00,429
749,12,2024-07-06 23:55:00,247
750,74,2024-06-18 03:12:00,344
751,16,2024-06-18 19:38:00,489
752,200,2024-06-20 04:50:00,368
753,102,2024-05-11 21:07:00,351
754,152,2024-07-05 20:26:00,393
755,156,2024-05-24 17:22:00,60
756,117,2024-06-25 11:04:00,111
757,8,2024-05-28 13:54:00,382
758,122,2024-05-05 01:16:00,275
759,92,2024-07-01 11:18:00,202
760,164,2024-05-30 19:18:00,248
761,90,2024-07-03 12:06:00,101
762,136,2024-06-28 18:34:00,309
763,186,2024-05-03 13:47:00,108
764,60,2024-06-12 23:13:00,121
765,178,2024-06-01 05:42:00,197
766,28,2024-05-13 00:16:00,398
767,101,2024-06-11 03:48:00,112
768,41,2024-06-04 18:38:00,359
769,192,2024-05-28 08:32:00,422
770,155,2024-05-25 17:59:00,292
771,191,2024-05-26 12:33:00,415
772,145,2024-06-14 15:29:00,379
773,161,2024-05-04 11:19:00,156
774,157,2024-06-10 06:19:00,275
775,141,2024-05-09 23:24:00,362
776,46,2024-05-30 09:54:00,267
777,35,2024-06-19 21:40:00,474
778,134,2024-06-28 16:42:00,290
779,82,2024-06-15 10:57:00,308
780,115,2024-05-01 12:41:00,425
781,197,2024-07-05 05:18:00,311
782,47,2024-06-16 18:53:00,54
783,153,2024-05-17 06:21:00,310
784,194,2024-07-02 08:45:00,103
785,10,2024-06-14 21:49:00,96
786,56,2024-06-29 11:36:00,264
787,30,2024-06-17 06:02:00,226
788,109,2024-05-07 16:16:00,58
789,5,2024-07-06 12:45:00,148
790,119,2024-06-05 08:24:00,69
791,33,2024-05-30 20:36:00,427
792,118,2024-05-28 09:16:00,290
793,65,2024-05-28 09:18:00,110
794,146,2024-06-29 18:46:00,428
795,177,2024-06-25 11:40:00,468
796,11,2024-06-11 13:39:00,227
797,85,2024-06-24 16:22:00,387
798,26,2024-06-10 02:53:00,111
799,63,2024-06-13 09:08:00,194
800,86,2024-05-08 21:34:00,265
801,59,2024-05-05 23:14:00,52
802,27,2024-07-07 13:20:00,209
803,177,2024-07-02 13:19:00,276
804,161,2024-05-16 13:02:00,318
805,98,2024-05-03 21:14:00,169
806,105,2024-05-18 21:00:00,430
807,99,2024-05-08 12:28:00,138
808,129,2024-07-08 22:03:00,378
809,149,2024-07-01 23:22:00,117
810,55,2024-06-23 20:11:00,447
811,6,2024-07-07 04:10:00,406
812,197,2024-05-17 11:31:00,147
813,95,2024-06-17 09:56:00,316
814,133,2024-05-23 19:27:00,154
815,102,2024-05-10 18:48:00,489
816,3,2024-06-22 21:31:00,372
817,181,2024-05-20 04:38:00,172
818,23,2024-06-25 08:03:00,78
819,53,2024-06-02 01:35:00,186
820,165,2024-06-06 12:11:00,244
821,83,2024-06-07 04:51:00,458
822,145,2024-05-19 21:14:00,275
823,85,2024-06-11 06:16:00,381
824,78,2024-06-02 18:35:00,219
825,110,2024-05-13 13:47:00,58
826,1,2024-05-11 01:44:00,89
827,51,2024-05-11 19:02:00,74
828,173,2024-05-14 02:07:00,310
829,4,2024-06-21 11:28:00,444
830,190,2024-05-06 17:43:00,492
831,193,2024-06-14 20:04:00,275
832,113,2024-05-15 20:50:00,173
833,32,2024-05-10 01:41:00,87
834,34,2024-06-15 09:13:00,377
835,92,2024-07-01 11:11:00,300
836,95,2024-06-13 07:49:00,438
837,72,2024-05-27 01:54:00,225
838,39,2024-06-07 18:54:00,139
839,154,2024-05-27 08:19:00,451
840,162,2024-06-21 11:20:00,86
841,182,2024-06-02 03:52:00,365
842,118,2024-05-02 17:41:00,225
843,3,2024-06-06 21:17:00,333
844,123,2024-05-16 14:39:00,130
845,50,2024-06-03 19:50:00,163
846,12,2024-05-31 04:37:00,89
847,193,2024-07-05 00:43:00,350
848,54,2024-05-14 09:59:00,273
849,133,2024-06-23 06:24:00,367
850,57,2024-07-03 14:49:00,398
851,145,2024-06-19 06:41:00,164
852,112,2024-05-15 17:25:00,235
853,47,2024-07-08 09:44:00,372
854,151,2024-07-06 18:01:00,105
855,85,2024-06-20 09:33:00,89
856,142,2024-05-02 04:41:00,403
857,66,2024-06-27 19:10:00,89
858,75,2024-05-30 05:21:00,396
859,179,2024-06-13 20:30:00,286
860,103,2024-06-20 03:36:00,338
861,166,2024-05-18 00:52:00,311
862,192,2024-07-02 15:47:00,265
863,38,2024-06-30 12:44:00,196
864,50,2024-06-27 10:27:00,385
865,98,2024-05-06 17:47:00,217
866,82,2024-07-01 13:39:00,141
867,30,2024-07-07 16:10:00,402
868,79,2024-06-13 22:46:00,108
869,91,2024-06-28 22:12:00,108
870,179,2024-06-14 18:31:00,353
871,191,2024-06-03 02:54:00,218
872,52,2024-05-31 09:35:00,318
873,166,2024-06-28 02:23:00,412
874,79,2024-05-15 22:10:00,94
875,30,2024-06-26 02:03:00,394
876,106,2024-05-23 15:29:00,230
877,51,2024-07-04 03:22:00,219
878,81,2024-05-16 03:18:00,405
879,133,2024-05-16 22:14:00,240
880,29,2024-06-27 19:32:00,204
881,132,2024-05-14 01:48:00,471
882,138,2024-06-19 01:00:00,237
883,184,2024-06-15 20:36:00,56
884,145,2024-06-20 16:46:00,182
885,74,2024-05-12 02:50:00,284
886,17,2024-05-02 00:21:00,94
887,84,2024-06-10 02:56:00,363
888,69,2024-05-09 01:39:00,298
889,34,2024-06-05 22:35:00,80
890,6,2024-05-28 02:29:00,72
891,53,2024-05-15 00:58:00,475
892,194,2024-06-07 09:32:00,443
893,126,2024-06-19 14:12:00,209
894,43,2024-05-17 09:38:00,412
895,115,2024-06-23 08:53:00,486
896,111,2024-05-12 13:40:00,207
897,151,2024-05-09 05:34:00,88
898,183,2024-06-02 21:24:00,464
899,80,2024-05-08 20:38:00,131
900,95,2024-05-08 09:22:00,405
901,118,2024-06-27 22:09:00,307
902,144,2024-05-22 01:47:00,255
903,8,2024-06-12 13:29:00,126
904,132,2024-06-01 05:51:00,61
905,104,2024-05-25 13:54:00,344
906,132,2024-06-12 21:01:00,499
907,184,2024-07-01 20:08:00,273
908,25,2024-05-22 18:47:00,62
909,195,2024-05-16 07:16:00,95
910,96,2024-05-29 12:58:00,204
911,195,2024-06-15 20:53:00,162
912,155,2024-05-24 08:01:00,282
913,93,2024-05-30 18:46:00,66
914,160,2024-05-06 20:18:00,409
915,178,2024-06-29 02:07:00,272
916,61,2024-07-08 08:10:00,403
917,122,2024-05-02 17:01:00,237
918,51,2024-06-28 02:17:00,497
919,147,2024-05-28 13:41:00,393
920,21,2024-06-04 04:29:00,414
921,5,2024-05-30 14:40:00,212
922,92,2024-06-21 05:32:00,375
923,170,2024-05-17 21:45:00,463
924,61,2024-05-11 18:58:00,123
925,22,2024-05-17 04:53:00,282
926,149,2024-05-15 21:50:00,273
927,70,2024-05-14 17:48:00,368
928,1,2024-05-24 02:39:00,461
929,133,2024-05-16 02:46:00,109
930,12,2024-05-19 15:48:00,384
931,90,2024-06-25 22:13:00,271
932,46,2024-06-18 22:18:00,86
933,34,2024-05-05 09:01:00,327
934,177,2024-07-01 14:04:00,245
935,78,2024-05-31 15:31:00,453
936,45,2024-06-28 12:06:00,401
937,155,2024-06-02 15:47:00,291
938,73,2024-05-20 21:57:00,373
939,26,2024-06-02 08:46:00,268
940,47,2024-05-25 07:12:00,241
941,121,2024-05-24 22:49:00,66
942,56,2024-05-18 16:07:00,61
943,94,2024-05-28 15:53:00,455
944,107,2024-06-12 00:55:00,450
945,63,2024-05-03 21:50:00,443
946,48,2024-06-17 21:19:00,423
947,61,2024-06-20 04:24:00,242
948,81,2024-05-16 12:44:00,71
949,26,2024-05-16 00:29:00,169
950,36,2024-05-15 10:22:00,259
951,1,2024-07-09 04:50:00,355
952,8,2024-07-08 10:07:00,319
953,113,2024-06-30 01:23:00,241
954,99,2024-05-12 07:24:00,224
955,180,2024-06-13 17:16:00,334
956,47,2024-06-16 13:41:00,253
957,127,2024-06-09 20:19:00,213
958,56,2024-07-08 14:29:00,300
959,14,2024-05-06 00:56:00,276
960,28,2024-05-29 12:22:00,485
961,78,2024-06-05 06:22:00,430
962,130,2024-06-02 01:08:00,56
963,109,2024-07-05 15:37:00,78
964,154,2024-06-14 13:02:00,444
965,14,2024-05-29 03:26:00,82
966,187,2024-06-28 00:17:00,183
967,56,2024-06-21 22:06:00,416
968,115,2024-05-28 05:36:00,128
969,7,2024-06-21 22:30:00,465
970,3,2024-06-27 01:53:00,484
971,111,2024-06-12 03:07:00,107
972,151,2024-06-23 14:04:00,75
973,107,2024-05-15 05:42:00,479
974,18,2024-06-27 04:57:00,275
975,38,2024-07-04 00:06:00,334
976,115,2024-06-23 17:12:00,53
977,15,2024-05-15 02:26:00,148
978,192,2024-06-06 00:55:00,446
979,119,2024-07-08 02:00:00,88
980,28,2024-06-14 17:32:00,320
981,39,2024-05-06 20:08:00,424
982,185,2024-06-03 16:46:00,334
983,17,2024-05-23 11:53:00,206
984,86,2024-06-03 23:03:00,124
985,126,2024-07-01 10:45:00,421
986,44,2024-06-21 08:50:00,337
987,25,2024-05-08 03:22:00,179
988,145,2024-06-04 20:50:00,224
989,13,2024-05-31 10:28:00,133
990,25,2024-05-31 15:23:00,71
991,68,2024-05-01 05:10:00,76
992,138,2024-06-22 18:57:00,244
993,67,2024-06-17 14:23:00,386
994,109,2024-05-29 07:05:00,431
995,146,2024-06-01 09:33:00,285
996,111,2024-06-11 16:56:00,489
997,111,2024-06-03 13:03:00,141
998,34,2024-07-02 14:54:00,70
999,111,2024-06-21 10:14:00,352
1000,8,2024-06-15 07:41:00,406
